Company,Website,Careers_URL,Country,City,Sector,Subsector,Company_Stage,Company_Scale,Employer_Category,Remote,Visa_Sponsorship,EOR,Hiring_Geography,Target_Roles,Tech_Stack,Region_Eligibility,Portfolio_Theme_Match,Language_Requirement,Hiring_Confidence,Reason_Match,Source,Cold_Outreach_Candidate,Visa_Sponsor_Register
Remote.com,https://www.remote.com,https://remote.com/careers,Netherlands,Remote,Enterprise SaaS,Global HR / EOR,Scaleup,501-1000,Remote-first,Yes,Unknown,Yes,Global,Data Engineer / AI Engineer / Backend Engineer,"Python, Elixir, PostgreSQL, GCP, Kafka",Global,masova-platform,None,High,EOR platform itself; remote-first by definition; hiring engineers globally including India; strong data platform needs.,AI Research Batch 004,Yes,Unknown
Deel,https://www.deel.com,https://www.deel.com/careers,USA,Remote,Enterprise SaaS,Global HR / EOR,Scaleup,1001-2000,Remote-first,Yes,Unknown,Yes,Global,Data Engineer / AI Engineer / Backend Engineer,"Python, Node.js, PostgreSQL, GCP, Kafka",Global,masova-platform,None,High,EOR platform; fully remote workforce; hires engineers in India; data infrastructure team uses Python/Kafka stack matching candidate.,AI Research Batch 004,Yes,Unknown
Oyster HR,https://www.oysterhr.com,https://www.oysterhr.com/careers,USA,Remote,Enterprise SaaS,Global HR / EOR,Startup,201-500,Remote-first,Yes,Unknown,Yes,Global,Data Engineer / Backend Engineer,"Python, Node.js, PostgreSQL, AWS",Global,masova-platform,None,High,EOR platform built remote-first; hires globally; data engineering roles open regularly.,AI Research Batch 004,Yes,Unknown
Weights & Biases,https://www.wandb.ai,https://wandb.ai/site/company/careers,USA,San Francisco,AI Infrastructure,MLOps & Experiment Tracking,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / Data Engineer / AI Infrastructure Engineer,"Python, PyTorch, TensorFlow, GCP, Azure, Kafka",Global,eu-ai-assurance-os,None,High,Leading MLOps platform; remote-friendly engineering team; Python/GCP stack aligns with candidate; model monitoring maps to eu-ai-assurance-os.,AI Research Batch 004,Yes,Unknown
Comet ML,https://www.comet.com,https://www.comet.com/site/about/careers/,USA,Remote,AI Infrastructure,MLOps & Experiment Tracking,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / Data Engineer / AI Engineer,"Python, PyTorch, FastAPI, AWS, PostgreSQL",Global,eu-ai-assurance-os,None,High,MLOps experiment tracking; distributed team; Python/FastAPI stack matches candidate's tooling; model governance links to eu-ai-assurance-os.,AI Research Batch 004,Yes,Unknown
Arize AI,https://www.arize.com,https://www.arize.com/careers/,USA,Remote,AI Infrastructure,ML Observability,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / AI Engineer / Data Engineer,"Python, Kafka, GCP, Spark, FastAPI",Global,"eu-ai-assurance-os,workforceguardai",None,High,ML observability and model monitoring; Kafka/GCP stack is direct match; fairness monitoring links to workforceguardai and eu-ai-assurance-os.,AI Research Batch 004,Yes,Unknown
WhyLabs,https://www.whylabs.ai,https://www.whylabs.ai/careers,USA,Remote,AI Infrastructure,ML Monitoring,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / Data Engineer / AI Engineer,"Python, Kafka, AWS, FastAPI, Spark",Global,"eu-ai-assurance-os,workforceguardai",None,High,AI observability and data quality monitoring platform; bias/fairness detection maps to candidate's eu-ai-assurance-os and workforceguardai projects.,AI Research Batch 004,Yes,Unknown
Fiddler AI,https://www.fiddler.ai,https://www.fiddler.ai/company/careers,USA,Remote,AI Infrastructure,ML Explainability,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / AI Engineer / Data Engineer,"Python, FastAPI, Spark, AWS, PostgreSQL",Global,"eu-ai-assurance-os,workforceguardai",None,High,ML explainability and model monitoring; direct match to aequitas and eu-ai-assurance-os portfolio; Python/FastAPI stack aligns.,AI Research Batch 004,Yes,Unknown
Evidently AI,https://www.evidentlyai.com,https://www.evidentlyai.com/careers,USA,Remote,AI Infrastructure,ML Monitoring,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / Data Engineer / AI Engineer,"Python, FastAPI, Docker, Kafka, GCP",Global,"eu-ai-assurance-os,aequitas",None,High,Open-source ML monitoring and data drift detection; eu-ai-assurance-os and aequitas projects directly map to their product domain.,AI Research Batch 004,Yes,Unknown
Neptune.ai,https://www.neptune.ai,https://www.neptune.ai/careers,Poland,Remote,AI Infrastructure,MLOps & Experiment Tracking,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / Data Engineer / AI Engineer,"Python, FastAPI, GCP, PostgreSQL, Docker",Global,eu-ai-assurance-os,None,High,MLOps metadata store; EU-based and hires globally; Python/GCP stack matches candidate.,AI Research Batch 004,Yes,Unknown
Hugging Face,https://www.huggingface.co,https://huggingface.co/jobs,USA,New York,LLM Tooling,Model Hub & Inference,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / AI Engineer / Data Engineer,"Python, PyTorch, Transformers, GCP, AWS",Global,"eu-ai-assurance-os,bharat-alpha",None,High,Leading ML model platform; fully distributed team; LLM and RAG infra links to bharat-alpha and eu-ai-assurance-os projects.,AI Research Batch 004,Yes,Unknown
LangChain,https://www.langchain.com,https://www.langchain.com/careers,USA,Remote,LLM Tooling,LLM Application Framework,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,AI Engineer / ML Engineer / Data Engineer,"Python, LangChain, LangGraph, FastAPI, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,Core LLM application framework; candidate's RAG/LLM infrastructure work directly maps to their product; fully remote team.,AI Research Batch 004,Yes,Unknown
LlamaIndex,https://www.llamaindex.ai,https://www.llamaindex.ai/careers,USA,Remote,LLM Tooling,RAG Framework,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,AI Engineer / Data Engineer / ML Engineer,"Python, LlamaIndex, FastAPI, GCP, Weaviate",Global,"bharat-alpha,eu-ai-assurance-os",None,High,RAG and LLM data framework; candidate's RAG infra portfolio is direct capability match; small distributed team looking for infra engineers.,AI Research Batch 004,Yes,Unknown
Weaviate,https://www.weaviate.io,https://weaviate.io/company/careers,Netherlands,Amsterdam,LLM Tooling,Vector Database,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / ML Engineer,"Python, Go, GraphQL, Kubernetes, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,Open-source vector database for RAG; EU-based distributed company; candidate's RAG infra work is core use case.,AI Research Batch 004,Yes,Unknown
Qdrant,https://www.qdrant.tech,https://qdrant.tech/careers/,Germany,Berlin,LLM Tooling,Vector Database,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / ML Engineer,"Python, Rust, gRPC, Kubernetes, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,Vector database for RAG; EU-based remote-first startup; candidate's RAG infra portfolio aligns directly.,AI Research Batch 004,Yes,Unknown
Pinecone,https://www.pinecone.io,https://www.pinecone.io/careers/,USA,Remote,LLM Tooling,Vector Database,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / ML Engineer,"Python, Go, Kubernetes, AWS, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,Leading managed vector database; remote-first engineering culture; RAG infrastructure is candidate's core strength.,AI Research Batch 004,Yes,Unknown
Chroma,https://www.trychroma.com,https://www.trychroma.com/jobs,USA,Remote,LLM Tooling,Vector Database,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,AI Engineer / Data Engineer / ML Engineer,"Python, Rust, FastAPI, GCP, Docker",Global,"bharat-alpha,eu-ai-assurance-os",None,High,Open-source vector database for AI; small distributed team; RAG infrastructure expertise is direct match.,AI Research Batch 004,Yes,Unknown
Zilliz,https://www.zilliz.com,https://www.zilliz.com/careers,USA,Redwood City,LLM Tooling,Vector Database,Startup,201-500,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / ML Engineer,"Python, Go, Kubernetes, AWS, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,Milvus open-source vector DB company; distributed team globally; RAG infra stack is direct match.,AI Research Batch 004,Yes,Unknown
dbt Labs,https://www.getdbt.com,https://www.getdbt.com/dbt-labs/open-roles,USA,Remote,Data Platforms,Analytics Engineering,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Analytics Engineer / Platform Engineer,"Python, dbt, SQL, Spark, GCP, Azure",Global,masova-platform,None,High,dbt core product company; candidate has dbt in stack; remote-first culture; strong match for data platform engineering roles.,AI Research Batch 004,Yes,Unknown
Prefect,https://www.prefect.io,https://www.prefect.io/company/careers,USA,Remote,Data Platforms,Data Orchestration,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Platform Engineer / ML Engineer,"Python, FastAPI, Kubernetes, GCP, AWS",Global,masova-platform,None,High,Python-native workflow orchestration; distributed remote team; Python/FastAPI/GCP stack is exact match.,AI Research Batch 004,Yes,Unknown
Hightouch,https://www.hightouch.com,https://www.hightouch.com/careers,USA,Remote,Data Platforms,Reverse ETL,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / Backend Engineer,"Python, TypeScript, dbt, PostgreSQL, GCP",Global,masova-platform,None,High,Reverse ETL and data activation platform; Python/dbt stack matches; remote-first team.,AI Research Batch 004,Yes,Unknown
RudderStack,https://www.rudderstack.com,https://www.rudderstack.com/careers/,USA,Remote,Data Platforms,Customer Data Platform,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Backend Engineer / Platform Engineer,"Python, Go, Kafka, PostgreSQL, GCP, AWS",Global,masova-platform,None,High,Open-source customer data platform; Kafka/GCP stack matches; fully remote distributed team.,AI Research Batch 004,Yes,Unknown
Census,https://www.getcensus.com,https://www.getcensus.com/careers,USA,Remote,Data Platforms,Reverse ETL,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, GCP, Snowflake",Global,masova-platform,None,High,Reverse ETL for data activation; Python/dbt stack matches; remote-first company.,AI Research Batch 004,Yes,Unknown
Great Expectations / GX Labs,https://www.greatexpectations.io,https://greatexpectations.io/careers,USA,Remote,Data Platforms,Data Quality,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / Platform Engineer,"Python, dbt, Spark, GCP, AWS",Global,"masova-platform,eu-ai-assurance-os",None,High,Open-source data validation framework; Python/dbt stack is direct match; data quality governance maps to eu-ai-assurance-os.,AI Research Batch 004,Yes,Unknown
Metaplane,https://www.metaplane.dev,https://www.metaplane.dev/careers,USA,Remote,Data Platforms,Data Observability,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Backend Engineer,"Python, dbt, SQL, GCP, Snowflake",Global,masova-platform,None,Medium,Data observability for warehouses; small distributed team; Python/dbt stack matches.,AI Research Batch 004,Yes,Unknown
Meltano,https://www.meltano.com,https://meltano.com/careers/,USA,Remote,Data Platforms,Data Integration,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Platform Engineer,"Python, dbt, Airflow, GCP, AWS",Global,masova-platform,None,High,Open-source DataOps platform; small fully remote team; Python/dbt stack is direct match.,AI Research Batch 004,Yes,Unknown
Tobiko Data,https://www.tobikodata.com,https://www.tobikodata.com/careers,USA,Remote,Data Platforms,Data Orchestration,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Platform Engineer,"Python, dbt, SQLMesh, GCP, Snowflake",Global,masova-platform,None,Medium,SQLMesh and DataOps tooling startup; Python/dbt stack matches; distributed team.,AI Research Batch 004,Yes,Unknown
Turntable,https://www.turntable.so,https://www.turntable.so/careers,USA,Remote,Data Platforms,Analytics Engineering,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / Analytics Engineer,"Python, dbt, SQL, GCP, Snowflake",Global,masova-platform,None,Medium,Modern analytics engineering tooling; early-stage remote startup; Python/dbt stack matches.,AI Research Batch 004,Yes,Unknown
Arthur AI,https://www.arthur.ai,https://www.arthur.ai/careers,USA,Remote,AI Infrastructure,ML Monitoring & Fairness,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / AI Engineer / Data Engineer,"Python, FastAPI, Kafka, GCP, Spark",Global,"eu-ai-assurance-os,workforceguardai,aequitas",None,High,"AI monitoring and fairness platform; all three portfolio projects (eu-ai-assurance-os, workforceguardai, aequitas) map directly to their product.",AI Research Batch 004,Yes,Unknown
Verta AI,https://www.verta.ai,https://www.verta.ai/careers,USA,Remote,AI Infrastructure,MLOps,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / Data Engineer / AI Engineer,"Python, Java, GCP, Kubernetes, Kafka",Global,eu-ai-assurance-os,None,Medium,Enterprise MLOps platform; Python/Java/GCP stack matches candidate; AI governance angle links to eu-ai-assurance-os.,AI Research Batch 004,Yes,Unknown
Lightly AI,https://www.lightly.ai,https://www.lightly.ai/careers,Switzerland,Zurich,AI Infrastructure,Data-Centric AI,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,ML Engineer / Data Engineer / AI Engineer,"Python, PyTorch, FastAPI, GCP, Docker",Global,eu-ai-assurance-os,None,Medium,Data-centric AI and data quality for ML; EU-based remote-first startup; Python/FastAPI/GCP stack matches.,AI Research Batch 004,Yes,Unknown
Labelbox,https://www.labelbox.com,https://www.labelbox.com/careers/,USA,Remote,AI Infrastructure,Data Labeling & ML Data,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / ML Engineer,"Python, GraphQL, GCP, PostgreSQL, Kubernetes",Global,eu-ai-assurance-os,None,Medium,AI training data platform; remote-first engineering; Python/GCP stack matches candidate.,AI Research Batch 004,Yes,Unknown
Scale AI,https://www.scale.com,https://scale.com/careers,USA,Remote,AI Infrastructure,Data Labeling & AI Data,Scaleup,1001-2000,Remote-first,Yes,Unknown,Unknown,Global,Data Engineer / AI Engineer / Platform Engineer,"Python, Spark, Kafka, GCP, Kubernetes",Global,"eu-ai-assurance-os,bharat-alpha",None,High,AI data platform; Python/Spark/Kafka/GCP stack is exact match; AI infrastructure work maps to bharat-alpha and eu-ai-assurance-os.,AI Research Batch 004,Yes,Unknown
Glean,https://www.glean.com,https://www.glean.com/careers,USA,Remote,LLM Tooling,Knowledge & Search Platform,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,AI Engineer / Data Engineer / Backend Engineer,"Python, Java, Elasticsearch, GCP, Kafka",Global,"bharat-alpha,masova-platform",None,High,Enterprise AI search and knowledge platform; RAG/LLM infra is candidate's core strength; Java/Python/Kafka stack matches.,AI Research Batch 004,Yes,Unknown
TechnologyOne,https://www.technologyonecorp.com,https://www.technologyonecorp.com/careers,Australia,Brisbane,GovTech,Enterprise SaaS ERP,Mid-market,1001-5000,Government Supplier,Hybrid,Yes,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, SQL, Azure, REST APIs",Australia,workforceguardai,None,High,Leading Australian ERP vendor with deep government and university client base; active 482 visa sponsor; workforceguardai analytics aligns with their workforce management modules.,AI Research Batch 005,Yes,Unknown
Datacom,https://www.datacom.com,https://www.datacom.com/au/en/careers,Australia,Sydney,GovTech,IT Services & Managed Services,Mid-market,5001-10000,Government Supplier,Hybrid,Yes,Unknown,AU/NZ,Data Engineer / AI Engineer / Backend Engineer,"Python, Azure, AWS, SQL, DevOps",AU/NZ,workforceguardai,None,High,Trans-Tasman IT services giant with significant government contracts across Australia and NZ; established 482 sponsor; strong demand for data and AI engineers.,AI Research Batch 005,Yes,Unknown
Leidos Australia,https://www.leidos.com/au,https://www.leidos.com/au/careers,Australia,Canberra,GovTech,Defence & Intelligence IT,Mid-market,1001-5000,Defence Contractor,Hybrid,Yes,Unknown,Australia,Data Engineer / AI Engineer / Backend Engineer,"Python, Java, AWS, data pipelines, ML",Australia,workforceguardai,None,High,US-listed defence and government technology company with large Australian presence; ASD and Defence supplier; active 482 sponsor; strong AI and data engineering demand.,AI Research Batch 005,Yes,Unknown
Aurecon,https://www.aurecongroup.com,https://www.aurecongroup.com/careers,Australia,Melbourne,Smart Cities,Engineering Consultancy,Mid-market,5001-10000,Government Supplier,Hybrid,Yes,Unknown,AU/NZ,Data Engineer / AI Engineer,"Python, GIS, geospatial analytics, AWS, Azure",AU/NZ,aequitas,None,High,Tier-1 engineering consultancy with smart cities and transport analytics practice; active AU visa sponsor; aequitas transport analytics project is a direct capability match.,AI Research Batch 005,Yes,Unknown
Nearmap,https://www.nearmap.com,https://www.nearmap.com/au/en/careers,Australia,Sydney,Geospatial,Aerial Imagery & Location Intelligence,Scaleup,501-1000,Tech Company,Hybrid,Yes,Unknown,Australia,Data Engineer / AI Engineer,"Python, ML, geospatial, AWS, PostgreSQL, PostGIS",Australia,aequitas,None,High,ASX-listed aerial imagery and geospatial analytics company; direct match to candidate's geospatial analytics skills and aequitas transport project; growing AI practice.,AI Research Batch 005,Yes,Unknown
Spatial Vision,https://www.spatialvision.com.au,https://www.spatialvision.com.au/about/careers,Australia,Melbourne,Geospatial,Spatial Analytics & GIS,Scaleup,51-200,Government Supplier,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, GIS, PostGIS, geospatial analytics, SQL",Australia,aequitas,None,High,Specialist Australian geospatial analytics consultancy working with state and federal government; aequitas transport analytics is a direct portfolio match.,AI Research Batch 005,Yes,Unknown
AAM Group,https://www.aamgroup.com,https://www.aamgroup.com/careers,Australia,Brisbane,Geospatial,Survey & Spatial Data,Scaleup,201-500,Government Supplier,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, geospatial, LiDAR, AWS, data pipelines",Australia,aequitas,None,High,Australian spatial data and survey company with government contracts; services align with candidate's geospatial analytics and transport data skills.,AI Research Batch 005,Yes,Unknown
Quantium,https://www.quantium.com,https://www.quantium.com/careers,Australia,Sydney,Data/AI Platforms,Data Analytics,Scaleup,501-1000,Tech Company,Hybrid,Yes,Unknown,Australia,Data Engineer / AI Engineer,"Python, Spark, Databricks, GCP, SQL, ML",Australia,aequitas,None,High,Top Australian data analytics firm with Woolworths Group backing; active 482 sponsor; Databricks and GCP stack matches candidate directly; strong hiring demand.,AI Research Batch 005,Yes,Unknown
Nuix,https://www.nuix.com,https://www.nuix.com/careers,Australia,Sydney,Data/AI Platforms,Investigative Analytics,Mid-market,501-1000,Tech Company,Hybrid,Yes,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, Elasticsearch, data pipelines, ML",Australia,workforceguardai,None,Medium,ASX-listed data analytics platform used by intelligence agencies and enterprises; defence-adjacent; strong Python and data engineering roles.,AI Research Batch 005,Yes,Unknown
Max Kelsen,https://www.maxkelsen.com,https://www.maxkelsen.com/careers,Australia,Brisbane,Data/AI Platforms,AI Consulting,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,AI Engineer / Data Engineer,"Python, FastAPI, ML, GCP, AWS, LLM, RAG",Australia,"aequitas,workforceguardai",None,High,Brisbane-based AI consultancy with government and enterprise clients; FastAPI and RAG/LLM stack is a direct match to candidate's skills.,AI Research Batch 005,Yes,Unknown
Silverpond,https://www.silverpond.com.au,https://www.silverpond.com.au/careers,Australia,Melbourne,Data/AI Platforms,AI Consulting,Scaleup,11-50,Tech Company,Hybrid,Unknown,Unknown,Australia,AI Engineer / Data Engineer,"Python, ML, deep learning, FastAPI, GCP",Australia,"eu-ai-assurance-os,aequitas",None,High,Melbourne deep-learning consultancy with government and enterprise clients; AI governance and ML pipeline work aligns with candidate's eu-ai-assurance-os and aequitas projects.,AI Research Batch 005,Yes,Unknown
Telstra Health,https://www.telstrahealth.com,https://www.telstrahealth.com/careers,Australia,Melbourne,HealthTech,Digital Health Platform,Mid-market,1001-5000,Government Supplier,Hybrid,Yes,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, Spring Boot, Azure, SQL, FHIR",Australia,workforceguardai,None,High,Telstra's digital health subsidiary and major ADHA supplier; Spring Boot stack matches; active 482 visa sponsor; strong data and backend engineering demand.,AI Research Batch 005,Yes,Unknown
Alcidion,https://www.alcidion.com,https://www.alcidion.com/careers,Australia,Adelaide,HealthTech,Clinical Decision Support,Scaleup,51-200,Government Supplier,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, HL7, FHIR, SQL, data analytics",Australia,workforceguardai,None,High,ASX-listed health informatics company; ADHA ecosystem supplier; Adelaide HQ adds city diversity; data engineering and analytics roles relevant to candidate.,AI Research Batch 005,Yes,Unknown
Coviu,https://www.coviu.com,https://www.coviu.com/careers,Australia,Sydney,HealthTech,Telehealth Platform,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, WebRTC, AWS, REST APIs, data pipelines",Australia,workforceguardai,None,Medium,CSIRO Data61 spinout telehealth platform with government-backed growth; CSIRO heritage makes it visa-friendly; data engineering roles growing post-COVID adoption.,AI Research Batch 005,Yes,Unknown
Halaxy,https://www.halaxy.com,https://www.halaxy.com/careers,Australia,Melbourne,HealthTech,Practice Management SaaS,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Ruby on Rails, PostgreSQL, AWS, REST APIs",Australia,workforceguardai,None,Medium,Fast-growing Australian health practice management platform used across ANZ; data engineering and analytics roles growing with scale.,AI Research Batch 005,Yes,Unknown
HotDoc,https://www.hotdoc.com.au,https://www.hotdoc.com.au/careers,Australia,Melbourne,HealthTech,Patient Engagement Platform,Scaleup,201-500,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Ruby, PostgreSQL, GCP, data pipelines",Australia,workforceguardai,None,Medium,Leading Australian patient booking and engagement platform; data platform team growing; GCP stack aligns with candidate's experience.,AI Research Batch 005,Yes,Unknown
Afterpay/Block,https://www.block.xyz,https://www.block.xyz/careers,Australia,Melbourne,FinTech,Buy Now Pay Later,Mid-market,5001-10000,Tech Company,Hybrid,Yes,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, Kotlin, GCP, BigQuery, dbt, Spark",Australia,bharat-alpha,None,High,Block/Square BNPL arm headquartered in Melbourne; active 482 visa sponsor; dbt and BigQuery stack matches candidate directly; strong data engineering team.,AI Research Batch 005,Yes,Unknown
Airwallex,https://www.airwallex.com,https://www.airwallex.com/au/careers,Australia,Melbourne,FinTech,Cross-border Payments,Scaleup,1001-5000,Tech Company,Hybrid,Yes,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, Spring Boot, GCP, Spark, dbt, SQL",Australia,bharat-alpha,None,High,Melbourne-founded global payments unicorn; Spring Boot and dbt stack is a direct match; active 482 sponsor; strong data platform team hiring.,AI Research Batch 005,Yes,Unknown
Tyro Payments,https://www.tyro.com,https://www.tyro.com/careers,Australia,Sydney,FinTech,Payments & Banking,Scaleup,501-1000,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, AWS, Kafka, dbt, SQL, data pipelines",Australia,bharat-alpha,None,High,ASX-listed Australian payments company; dbt and data engineering stack is a direct match to candidate's skills and bharat-alpha financial data portfolio.,AI Research Batch 005,Yes,Unknown
Zip Co,https://www.zip.co,https://www.zip.co/au/careers,Australia,Sydney,FinTech,Consumer Finance,Scaleup,501-1000,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Scala, AWS, Spark, dbt, SQL",Australia,bharat-alpha,None,High,ASX-listed BNPL company with global operations; data engineering and analytics roles growing; dbt/Spark stack matches candidate.,AI Research Batch 005,Yes,Unknown
Judo Bank,https://www.judobank.com.au,https://www.judobank.com.au/careers,Australia,Melbourne,FinTech,SME Lending,Scaleup,501-1000,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, AWS, dbt, SQL, data analytics",Australia,bharat-alpha,None,Medium,ASX-listed challenger bank focused on SME lending; data and analytics engineering roles growing; bharat-alpha financial data pipeline work is directly relevant.,AI Research Batch 005,Yes,Unknown
Frollo,https://www.frollo.com.au,https://www.frollo.com.au/careers,Australia,Sydney,FinTech,Open Banking Platform,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, REST APIs, AWS, SQL, Open Banking CDR",Australia,bharat-alpha,None,High,Australia's leading Open Banking (CDR) platform; bharat-alpha financial data pipeline and API experience maps directly to their core product.,AI Research Batch 005,Yes,Unknown
Wisr,https://www.wisr.com.au,https://www.wisr.com.au/careers,Australia,Sydney,FinTech,Consumer Lending,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, AWS, dbt, SQL, data analytics",Australia,bharat-alpha,None,Medium,ASX-listed Australian neo-lender; growing data platform team; bharat-alpha financial analytics project demonstrates relevant domain skills.,AI Research Batch 005,Yes,Unknown
The Yield,https://www.theyield.com,https://www.theyield.com/careers,Australia,Sydney,AgriTech,Precision Agriculture Analytics,Scaleup,51-200,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, IoT, GCP, ML, time-series, data pipelines",Australia,aequitas,None,High,CSIRO Data61 spinout precision agriculture platform; CSIRO heritage gives strong 482 sponsor signal; sensor data and ML pipeline skills match candidate's profile.,AI Research Batch 005,Yes,Unknown
Goanna Ag,https://www.goanna.ag,https://www.goanna.ag/careers,Australia,Adelaide,AgriTech,Agricultural IoT & Analytics,Scaleup,11-50,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, IoT, AWS, time-series analytics, ML",Australia,aequitas,None,Medium,Adelaide-based precision agriculture analytics startup; IoT sensor data and analytics stack matches candidate's data engineering skills.,AI Research Batch 005,Yes,Unknown
Empired,https://www.empired.com,https://www.empired.com/careers,Australia,Perth,GovTech,IT Services & Digital Transformation,Mid-market,501-1000,Government Supplier,Hybrid,Yes,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Azure, Dynamics 365, SQL, data analytics",Australia,workforceguardai,None,High,Perth-based IT services company (now Capgemini AU) with WA government contracts; Perth HQ adds city diversity; data and Azure engineering roles relevant.,AI Research Batch 005,Yes,Unknown
Datarock,https://www.datarock.com.au,https://www.datarock.com.au/careers,Australia,Melbourne,MiningTech,Geological Data Analytics,Scaleup,11-50,Tech Company,Hybrid,Unknown,Unknown,Australia,Data Engineer / AI Engineer,"Python, ML, geospatial, geological data, GCP",Australia,aequitas,None,High,Melbourne AI startup applying ML to mining and geology data; geospatial and data analytics stack aligns with candidate's aequitas and geospatial skills.,AI Research Batch 005,Yes,Unknown
Presagen,https://www.presagen.com,https://www.presagen.com/careers,Australia,Adelaide,HealthTech / AI,AI-driven IVF Analytics,Scaleup,11-50,Tech Company,Hybrid,Unknown,Unknown,Australia,AI Engineer / Data Engineer,"Python, deep learning, ML pipelines, GCP, REST APIs",Australia,"eu-ai-assurance-os,workforceguardai",None,High,Adelaide AI company applying deep learning to embryo selection; eu-ai-assurance-os AI governance experience relevant to their regulated-AI context; Adelaide HQ.,AI Research Batch 005,Yes,Unknown
Archtis,https://www.archtis.com,https://www.archtis.com/careers,Australia,Canberra,GovTech,Data Security & Classification,Scaleup,51-200,Defence Contractor,Hybrid,Unknown,Unknown,Australia,Data Engineer / Backend Engineer,"Python, Java, Azure, data security, REST APIs",Australia,workforceguardai,None,High,Canberra-based data security company with ASD and government contracts; defence-adjacent data engineering roles; Canberra adds city diversity.,AI Research Batch 005,Yes,Unknown
